"Adipose...Subcutaneous" "Adipose...Visceral..Omentum." "Adrenal.Gland" "Artery...Aorta" "Artery...Coronary" "Artery...Tibial" "Brain...Anterior.cingulate.cortex..BA24." "Brain...Caudate..basal.ganglia." "Brain...Cerebellar.Hemisphere" "Brain...Cerebellum" "Brain...Cortex" "Brain...Frontal.Cortex..BA9." "Brain...Hippocampus" "Brain...Hypothalamus" "Brain...Nucleus.accumbens..basal.ganglia." "Brain...Putamen..basal.ganglia." "Breast...Mammary.Tissue" "Cells...EBV.transformed.lymphocytes" "Cells...Transformed.fibroblasts" "Colon...Sigmoid" "Colon...Transverse" "Esophagus...Gastroesophageal.Junction" "Esophagus...Mucosa" "Esophagus...Muscularis" "Heart...Atrial.Appendage" "Heart...Left.Ventricle" "Liver" "Lung" "Muscle...Skeletal" "Nerve...Tibial" "Ovary" "Pancreas" "Pituitary" "Prostate" "Skin...Not.Sun.Exposed..Suprapubic." "Skin...Sun.Exposed..Lower.leg." "Small.Intestine...Terminal.Ileum" "Spleen" "Stomach" "Testis" "Thyroid" "Uterus" "Vagina" "Whole.Blood"
"ENSG00000227775" 283.877142857143 209.665198237885 345.4 241.919642857143 254.548872180451 182.246987951807 288.738095238095 211.794871794872 597.590476190476 625.392 332.166666666667 304.962962962963 209.765957446808 214.864583333333 258.265486725664 153.412371134021 356.369158878505 430.016949152542 272.830985915493 382.704697986577 374.331632653061 280.633986928105 229.482517482517 276.344129554656 158.19587628866 142.711009174312 131.058823529412 299.478125 151.127906976744 316.608552631579 562.670103092784 231.292397660819 574.359223300971 412.764150943396 261.34 280.450980392157 468.420454545455 441.192307692308 283.222797927461 186.186046511628 476.1826625387 539.433734939759 354.552083333333 204.236641221374
"ENSG00000228037" 32.76 19.5418502202643 2.77241379310345 5.36607142857143 9.14285714285714 6.85542168674699 7.84523809523809 5.12820512820513 13.6190476190476 12.792 10.2368421052632 9.50925925925926 7.01063829787234 6.60416666666667 5.19469026548673 5.27835051546392 29.6448598130841 280.805084745763 2.28169014084507 20.3892617449664 119.84693877551 16.4771241830065 7.84615384615385 14.7085020242915 9.42783505154639 10.3577981651376 6.73109243697479 25.50625 6.75116279069767 22.3782894736842 28.3711340206186 3.66666666666667 7.86407766990291 27.4056603773585 11.504 14.2240896358543 90.9318181818182 77.8557692307692 36.6891191709845 21.7790697674419 15.4860681114551 33.0722891566265 21.2395833333333 23.4681933842239
"ENSG00000228327" 143.274285714286 98.2907488986784 98.951724137931 82.7991071428571 92.8195488721804 95.0813253012048 60.9642857142857 58.3162393162393 121.533333333333 122.24 81.6052631578947 73.4259259259259 53.4787234042553 71.875 62.787610619469 46.0618556701031 149.35046728972 210.889830508475 91.0035211267606 96.4026845637584 95.5459183673469 95.2352941176471 124.437062937063 101.493927125506 68.2422680412371 48.545871559633 52.0336134453782 134.271875 58.2674418604651 167.302631578947 205.927835051546 94.4619883040936 173.592233009709 121.301886792453 132.036 143.677871148459 117.727272727273 107.759615384615 88.8549222797927 519.71511627907 163.006191950464 139.626506024096 119.927083333333 262.684478371501
"ENSG00000228594" 62.4771428571429 125.511013215859 1950.20689655172 44.5 120.383458646617 23.4006024096386 1672.42857142857 675.91452991453 758.952380952381 796.456 1816.70175438596 1659.42592592593 1119.47872340426 2152.01041666667 925.16814159292 645.721649484536 116.495327102804 128.737288135593 348.904929577465 92.0939597315436 128.09693877551 52.2941176470588 634.199300699301 61.2672064777328 69.4845360824742 150.715596330275 24.6218487394958 237.8 12.9232558139535 150.648026315789 154.412371134021 46.0116959064327 1045.68932038835 78.4716981132076 699.048 772.36974789916 135.136363636364 263.721153846154 164.046632124352 955.377906976744 444.69040247678 39.566265060241 262.40625 118.440203562341
"ENSG00000228794" 2119.17714285714 2602.09691629956 1360.6 1930.35714285714 2136.15789473684 2470.72289156626 2243.22619047619 1519.89743589744 6148.90476190476 4762.512 2209.75438596491 2815.64814814815 1383.84042553191 1808.05208333333 1811.70796460177 1422.89690721649 2135.04672897196 1249.58474576271 1168.52816901408 2243.03355704698 1496.7193877551 2313.1568627451 938.202797202797 2421.7004048583 4983.39690721649 6837.29816513761 1581.71428571429 1433.9625 3917.83720930233 1347.28289473684 1473.30927835052 964.309941520468 5043.78640776699 2078.84905660377 1004.288 1025.05882352941 1201.56818181818 1109.35576923077 1238.82901554404 2496.81976744186 1503.44582043344 1837.12048192771 1339.1875 348.124681933842
"ENSG00000229519" 3.72571428571429 2.50220264317181 4.0551724137931 1.87946428571429 1.74436090225564 0.858433734939759 1.54761904761905 1.63247863247863 4.33333333333333 3.8 1.46491228070175 1.89814814814815 0.925531914893617 1.66666666666667 1.69911504424779 1.55670103092784 3.89719626168224 5.8728813559322 3.12676056338028 1.58389261744966 3.89285714285714 2.97385620915033 2.56993006993007 2.46153846153846 0.974226804123711 1.56422018348624 1.74789915966387 3.0625 0.988372093023256 2.99671052631579 3.54639175257732 4.86549707602339 2.01941747572816 1.90566037735849 4.22 3.20168067226891 6.125 4.25961538461539 3.31088082901554 1.71511627906977 3.1733746130031 3.46987951807229 1.73958333333333 0.712468193384224
"ENSG00000230092" 9.85714285714286 5.68281938325991 6.97931034482759 6.72767857142857 6.96240601503759 7.98493975903614 3.28571428571429 3.57264957264957 7.42857142857143 7.656 3.46491228070175 4.38888888888889 3.29787234042553 4.33333333333333 4.79646017699115 2.79381443298969 9.76635514018692 16.2627118644068 8.17253521126761 6.57718120805369 7.84183673469388 6.09150326797386 5.77272727272727 6.58704453441296 3.62886597938144 3.26146788990826 3.47058823529412 8.20625 5.37674418604651 11.4276315789474 7.82474226804124 5.44444444444444 10.3106796116505 10.9245283018868 13.104 14.436974789916 12.1590909090909 10.0673076923077 6.19170984455959 16.3604651162791 10.4024767801858 9.62650602409639 8.16666666666667 5.26972010178117
"ENSG00000230337" 105.02 82.2026431718062 79.0344827586207 81.9419642857143 85.4511278195489 93.1536144578313 73.3333333333333 76.7692307692308 185.07619047619 156.472 84.4912280701754 76.4259259259259 62.0744680851064 69.9166666666667 73.2654867256637 65.6494845360825 114.280373831776 205.262711864407 142.785211267606 76.5369127516778 79.219387755102 72.8758169934641 82.8706293706294 78.417004048583 45.3144329896907 38.9495412844037 27.3781512605042 83.0375 61.9139534883721 171.858552631579 120.773195876289 43.8830409356725 98.8058252427184 74.7075471698113 86.96 91.93837535014 81.5568181818182 65.6057692307692 65.6943005181347 147.081395348837 78.5758513931889 120.253012048193 87.1770833333333 28.6564885496183
"ENSG00000230415" 33.0228571428571 38.1145374449339 63.551724137931 27.8705357142857 34.1654135338346 20.2469879518072 62.3333333333333 64.991452991453 202.466666666667 221.104 99.2105263157895 68.7407407407407 45.4148936170213 55.2083333333333 72.2035398230089 47.0721649484536 50.8130841121495 20.3050847457627 20.3345070422535 72.6241610738255 38.6989795918367 51.6339869281046 21.9475524475524 55.3522267206478 26.0515463917526 25.7201834862385 35.6386554621849 30.15 14.9325581395349 73.6447368421053 111.876288659794 22.8888888888889 154.504854368932 60.6037735849057 26.428 21.0448179271709 56.4545454545455 55.2115384615385 41.3471502590674 266.581395348837 57.8854489164087 91.2168674698795 48.3020833333333 9.24681933842239
"ENSG00000230679" 9.94571428571428 7.70925110132159 8.04827586206897 5.48214285714286 5.57142857142857 5.21987951807229 7.01190476190476 7.47863247863248 3.56190476190476 3.032 5.75438596491228 6.37037037037037 6.21276595744681 8.77083333333333 8.65486725663717 6.56701030927835 11.1028037383178 14.3983050847458 5.69718309859155 3.69798657718121 4.97448979591837 4.48366013071895 5.44755244755245 5.11740890688259 3.75773195876289 2.67889908256881 4.09243697478992 4.61875 4.14883720930233 7.91447368421053 7.04123711340206 4.46783625730994 25.6019417475728 11.5566037735849 6.128 6.3109243697479 7.40909090909091 9.26923076923077 4.73575129533679 218.639534883721 20.4891640866873 4.16867469879518 3.52083333333333 2.93129770992366
"ENSG00000231050" 18.3885714285714 17.5991189427313 24.6413793103448 6 7.77443609022556 2.88855421686747 50.9761904761905 41.3333333333333 50.6952380952381 43.936 51.2982456140351 50.037037037037 36.2553191489362 46.0520833333333 51.353982300885 45.0103092783505 18.0046728971963 12.8220338983051 12.0598591549296 5.30201342281879 11.0459183673469 4.83660130718954 10.4440559440559 3.57894736842105 10.2783505154639 8.58256880733945 8.2436974789916 9.096875 30.2139534883721 17.4111842105263 29.9278350515464 10.1052631578947 62.8543689320388 31.9339622641509 13.468 11.593837535014 16.7386363636364 13.9615384615385 8.80829015544041 204.412790697674 26.7863777089783 13.5301204819277 14.7083333333333 6.11195928753181
"ENSG00000231181" 11.3171428571429 10.4008810572687 5.50344827586207 3.48660714285714 5.22556390977444 2.37048192771084 7.27380952380952 12.0769230769231 2.1047619047619 3.368 7.13157894736842 7.55555555555556 4.92553191489362 7.63541666666667 8.13274336283186 6.34020618556701 18.3224299065421 14.5762711864407 8.90492957746479 5.39597315436242 13.4030612244898 7.94117647058824 7.87762237762238 7.19838056680162 8.69072164948454 5.38073394495413 21.7647058823529 8.971875 12.4720930232558 10.0822368421053 12.3505154639175 6.80116959064327 14.9417475728155 10.4716981132075 8.8 5.57142857142857 11.6477272727273 7.84615384615385 10.1968911917098 17.1976744186047 17.2693498452012 8.10843373493976 6.40625 1.7735368956743
"ENSG00000232912" 25.6085714285714 15.9339207048458 21.848275862069 14.1830357142857 18.8195488721805 13.7409638554217 4.5 6.61538461538461 15.9142857142857 13.4 4.44736842105263 4.60185185185185 3.15957446808511 3.875 6.73451327433628 5.84536082474227 20.1635514018692 10.3389830508475 4.47887323943662 38.3221476510067 22.3469387755102 27.2614379084967 7.69230769230769 30.3886639676113 9.41752577319588 6.57339449541284 7.84033613445378 16.60625 23.9488372093023 15.8092105263158 15.7835051546392 8.14035087719298 13.0582524271845 29.7830188679245 9.072 9.91036414565826 27.0681818181818 51.875 13.7823834196891 136.488372093023 24.969040247678 27.6385542168675 14.5416666666667 83.2875318066158
"ENSG00000233929" 8.37428571428571 10.7224669603524 2.0551724137931 8.03125 7.59398496240602 10.0933734939759 6.25 5.05982905982906 9.52380952380952 7.392 5.76315789473684 6.11111111111111 4.27659574468085 4.67708333333333 4.53982300884956 5.15463917525773 8.60747663551402 1.86440677966102 2.12323943661972 3.77181208053691 3.41326530612245 4.0718954248366 7.2027972027972 4.35627530364372 3.35051546391753 3.1651376146789 14.672268907563 7.49375 24.6186046511628 5.41776315789474 2.89690721649485 7.85380116959064 4.2621359223301 6.04716981132075 15.992 15.6358543417367 3.22727272727273 3.07692307692308 4.80310880829016 9.86627906976744 11.2167182662539 2.96385542168675 5.5625 9.76590330788804
"ENSG00000233954" 322.834285714286 490.008810572687 355.2 281.602678571429 320.323308270677 292.009036144578 710.785714285714 541.299145299145 878.419047619048 628.728 627.543859649123 883.62962962963 418.191489361702 585.729166666667 649.053097345133 463.896907216495 359.303738317757 2042.68644067797 956.330985915493 401.597315436242 642.698979591837 355.849673202614 619.769230769231 363.368421052632 1394.19072164948 1903.09633027523 212.756302521008 301.228125 786.316279069767 201.713815789474 412.80412371134 191.87134502924 362.398058252427 262.528301886792 306.652 273.512605042017 473.670454545455 311.884615384615 343.274611398964 251.53488372093 263.869969040248 312.674698795181 398.104166666667 127.195928753181
"ENSG00000234166" 18.84 18.5374449339207 59.6 22.875 23.8796992481203 15.8132530120482 2.86904761904762 4.5042735042735 2.88571428571429 3.352 3.13157894736842 2.66666666666667 3.07446808510638 4.30208333333333 5.15929203539823 4.35051546391753 31.3130841121495 5.55932203389831 17.5211267605634 12.8926174496644 20.6530612244898 16.5490196078431 96.3706293706294 16.0445344129555 11.0309278350515 6.70642201834862 6.38655462184874 24.521875 2.75348837209302 23.1118421052632 41.7422680412371 22.3976608187135 10.747572815534 55.5 232.86 173.280112044818 24.625 29.8365384615385 25.0569948186528 12.6337209302326 69.2012383900929 37.0240963855422 76.1666666666667 7.55216284987277
"ENSG00000234546" 22.6971428571429 24.7533039647577 105.172413793103 62.3125 49.5563909774436 26.6746987951807 6.32142857142857 14.5811965811966 2.13333333333333 2.84 6.26315789473684 6.27777777777778 9.51063829787234 11.4375 14.2654867256637 12.2268041237113 41.2383177570093 132.322033898305 209.947183098592 16.6845637583893 15.2908163265306 21.5686274509804 65.8846153846154 24.3198380566802 11.4896907216495 8.11926605504587 17.0168067226891 42.16875 7.95348837209302 47.625 97.8865979381443 38.6315789473684 45.747572815534 118.783018867925 38.36 33.7450980392157 16.0909090909091 27.4230769230769 25.3575129533679 153.151162790698 47.8018575851393 46.6746987951807 58.3645833333333 2.36641221374046
"ENSG00000235084" 57.6942857142857 53.5770925110132 158.979310344828 69.5446428571429 65.8721804511278 61.8012048192771 69.2261904761905 64.3076923076923 50.447619047619 41.464 62.5087719298246 70.6388888888889 50.2765957446809 72.7916666666667 72.5221238938053 62.0412371134021 60.8271028037383 154.584745762712 73.330985915493 54.2684563758389 57.280612244898 51.6013071895425 55.0524475524476 54.7854251012146 62.0412371134021 61.8715596330275 40.453781512605 51.5875 85.7558139534884 52.6151315789474 55.7525773195876 43.2865497076023 78.5242718446602 60.8867924528302 47.968 48.8011204481793 47.5681818181818 53.7211538461538 50.8082901554404 170.918604651163 60.7956656346749 54.1686746987952 47.8229166666667 36.2977099236641
"ENSG00000235098" 395.76 357.797356828194 57.7172413793103 71.7633928571429 195.293233082707 83.3915662650602 1122.2619047619 950.974358974359 1298.50476190476 1041.704 1365.89473684211 1316.06481481481 1167.22340425532 1106.14583333333 1021.33628318584 966.79381443299 771.023364485981 58.4830508474576 55.1866197183099 941.489932885906 397.137755102041 692.633986928105 831.307692307692 704.995951417004 178.092783505155 95.3073394495413 42.8403361344538 755.365625 71.3116279069767 1098.52631578947 585.783505154639 534.643274853801 139.970873786408 1334.42452830189 414.04 280.179271708683 332.147727272727 110.951923076923 480.388601036269 609.96511627907 274.136222910217 455.542168674699 557.479166666667 4.48346055979644
"ENSG00000235169" 26.1142857142857 43.9911894273128 48.9172413793103 76.5625 44.1503759398496 43.5993975903614 25.8333333333333 20.034188034188 14.1047619047619 11.736 20.4298245614035 19.7314814814815 25.7553191489362 47.34375 19.9203539823009 20.020618556701 66.0747663551402 29.8813559322034 18.1866197183099 52.8389261744966 33.3979591836735 49.2222222222222 22.1398601398601 46.9595141700405 510.283505154639 121.637614678899 120.563025210084 69.796875 10.3093023255814 41.6282894736842 158.989690721649 95.3216374269006 335.077669902913 129.292452830189 34.94 32.6806722689076 34.5227272727273 64.8365384615385 85.0829015544041 948.936046511628 172.851393188855 71.0481927710843 62.8020833333333 559.458015267176
"ENSG00000235241" 94.7885714285714 126.325991189427 204.055172413793 106.549107142857 120.676691729323 63.4126506024096 94.5714285714286 72.4188034188034 171.457142857143 130.28 81.5438596491228 94.6111111111111 77.7872340425532 125.270833333333 81.070796460177 69.4432989690722 106.028037383178 15.4576271186441 95.3838028169014 185.03355704698 134.219387755102 118.535947712418 78.458041958042 129.186234817814 91.0154639175258 61.5321100917431 111.865546218487 118.403125 63.1348837209302 110.703947368421 102.690721649485 119.964912280702 84.0970873786408 81.9056603773585 82.124 60.9831932773109 122.795454545455 175 117.979274611399 104.505813953488 125.352941176471 160.650602409639 113.21875 36.6106870229008
"ENSG00000236266" 157.194285714286 99.8281938325991 92.4689655172414 119.96875 127.075187969925 185.975903614458 134.214285714286 134.205128205128 505.12380952381 404.736 133.736842105263 135.027777777778 107.308510638298 131.458333333333 134.752212389381 117.288659793814 145.705607476636 21.2033898305085 23.1549295774648 246.597315436242 115.816326530612 233.084967320261 112.916083916084 221.534412955466 107.39175257732 53.4357798165138 109.974789915966 107.203125 87.6046511627907 233.743421052632 193.484536082474 56.8771929824561 328.427184466019 139.462264150943 166.536 200.240896358543 71.375 33.3846153846154 100.818652849741 128.453488372093 160.145510835913 200.204819277108 163.770833333333 5.1323155216285
"ENSG00000236698" 425.345714285714 449.696035242291 334.634482758621 348.214285714286 389.87969924812 410.927710843374 202.214285714286 188.837606837607 367.133333333333 201.104 152.114035087719 234.777777777778 166.744680851064 211.947916666667 195.743362831858 151.422680412371 404.719626168224 1202.05084745763 1002.2323943662 316.791946308725 320.051020408163 303.993464052288 504.804195804196 308.376518218623 269.252577319588 312.353211009174 280.100840336134 340.409375 486.541860465116 270.805921052632 544.257731958763 270.432748538012 182.223300970874 212.377358490566 331.652 304.871148459384 303.886363636364 194.067307692308 274.730569948187 631.203488372093 297.984520123839 517.33734939759 488.479166666667 65.5038167938931
"ENSG00000237276" 22.3514285714286 22.7577092511013 154.627586206897 36.2991071428571 33.0075187969925 18.6024096385542 16.7261904761905 32.6923076923077 29.5714285714286 27.8 16.4122807017544 13.3888888888889 12.2234042553191 17.9270833333333 34.7522123893805 29.3092783505155 37.8457943925234 30.9491525423729 16.5704225352113 15.2147651006711 57.3877551020408 21.3660130718954 332.905594405594 18.17004048583 22.3350515463918 22.7522935779816 36.3445378151261 39.184375 4.27441860465116 47.4638157894737 40.4020618556701 79.5906432748538 26.1844660194175 30.2452830188679 161.436 151.84593837535 48.25 25.6730769230769 58.1036269430052 61.4825581395349 154.492260061919 38.0602409638554 110.3125 23.5241730279898
"ENSG00000237436" 2.38571428571429 1.94713656387665 3.43448275862069 2.54910714285714 2.88721804511278 1.93373493975904 4.72619047619048 5.07692307692308 4.00952380952381 3.456 4.17543859649123 4.00925925925926 4.03191489361702 7.17708333333333 5.30973451327434 4.4020618556701 2.89719626168224 4.05932203389831 1.80633802816901 3.29530201342282 4.28061224489796 2.98039215686275 2.20629370629371 4.21052631578947 2.55154639175258 2.51376146788991 1.80672268907563 2.28125 4.3046511627907 3.11842105263158 3.10309278350515 1.32163742690058 9.07766990291262 4.18867924528302 1.908 2.36974789915966 4.375 5.86538461538461 2.71502590673575 13.5581395348837 8.95046439628483 3.16867469879518 2.28125 0.913486005089059
"ENSG00000237491" 98.8828571428571 63.3788546255507 54.7793103448276 102.901785714286 120.082706766917 130.078313253012 89.8928571428571 101.854700854701 356.542857142857 322.032 104.219298245614 108.5 75.0851063829787 101.135416666667 114.389380530973 91.2680412371134 101.280373831776 185.271186440678 60.8028169014084 96.744966442953 122.316326530612 77.7647058823529 71.3391608391608 72.8178137651822 52.2371134020619 47.7293577981651 71.9159663865546 100.853125 51.4883720930233 188.651315789474 127.670103092784 53.4210526315789 353.922330097087 148.169811320755 118.616 139.221288515406 128.102272727273 128.019230769231 70.2435233160622 498.488372093023 154.145510835913 149.542168674699 100.927083333333 22.5852417302799
"ENSG00000237938" 241.68 199.647577092511 213.158620689655 230.267857142857 234.195488721805 180.960843373494 510.440476190476 256.700854700855 312.361904761905 315.472 677.850877192982 647.666666666667 267.085106382979 195.270833333333 298 239.567010309278 201.448598130841 188.059322033898 209.454225352113 183.489932885906 148.183673469388 176.045751633987 202.045454545455 179.372469635628 198.659793814433 210.981651376147 67.1260504201681 290.91875 374.627906976744 236.105263157895 202.587628865979 102.590643274854 170.242718446602 197.056603773585 235.504 259.252100840336 169.920454545455 270.615384615385 135.248704663212 264.03488372093 188.941176470588 205.084337349398 202.302083333333 151.078880407125
"ENSG00000238142" 129.38 176.704845814978 211.062068965517 124.794642857143 153.729323308271 81.2861445783133 103.952380952381 82.1196581196581 151.066666666667 113.896 84.7894736842105 99.037037037037 86.1489361702128 135.15625 87.7522123893805 78.8144329896907 142.280373831776 24.1016949152542 112.193661971831 212.302013422819 169.158163265306 132.954248366013 87.6328671328671 145.716599190283 105.319587628866 69.9220183486239 149.168067226891 158.203125 72.7 139.141447368421 103.927835051546 162.233918128655 84.7281553398058 95.877358490566 112.324 82.7619047619048 157.568181818182 213.278846153846 135.59585492228 109.941860465116 151.222910216718 174.072289156627 140.53125 55.6361323155216
"ENSG00000238164" 1218.17428571429 1047.46255506608 1522.50344827586 451.736607142857 740.413533834586 390.560240963855 167.797619047619 157.91452991453 102.571428571429 150.84 297.043859649123 196.351851851852 157.86170212766 156.28125 137.601769911504 149.577319587629 1383.58411214953 4721.50847457627 299.207746478873 1148.1677852349 4150.49489795918 830.56862745098 587.398601398601 782.412955465587 415.412371134021 360.481651376147 981.789915966387 2246.00625 147.688372093023 920.976973684211 797.546391752577 588.684210526316 1116.28155339806 1751.92452830189 668.264 650.414565826331 5552.36363636364 2902.73076923077 1324.93264248705 320.796511627907 1311.69349845201 1106.96385542169 1087.01041666667 1154.0534351145
"ENSG00000238260" 24.0942857142857 16.84140969163 24.2965517241379 23.9955357142857 27.8571428571429 15.144578313253 90.3809523809524 79.5384615384615 212.857142857143 197.008 101.131578947368 84.3796296296296 74.4148936170213 91.6979166666667 84.4601769911504 66.8041237113402 29.1682242990654 9.90677966101695 13.2429577464789 51.255033557047 33.7551020408163 32.0392156862745 23.2657342657343 32.4898785425101 14.479381443299 14.9403669724771 14.9159663865546 30.39375 7.01627906976744 63.3223684210526 53.7113402061856 15.1520467836257 119.825242718447 72.1509433962264 20.036 30.1820728291317 61.7386363636364 84.7692307692308 21.8756476683938 53.406976744186 69.2229102167183 104.253012048193 53.0833333333333 37.4783715012723
"ENSG00000239149" 10.9485714285714 8.45814977973568 3.26896551724138 10.5 8.51127819548872 11.2319277108434 3.5 3.17094017094017 5.51428571428571 6.032 4.83333333333333 4.24074074074074 3.29787234042553 3.11458333333333 2.69911504424779 2.85567010309278 11.696261682243 2.75423728813559 3.06338028169014 5.81879194630872 5.31122448979592 6.26797385620915 13.520979020979 5.56275303643725 6.34536082474227 6.29816513761468 3.36134453781513 12.58125 3.16744186046512 14.4144736842105 8.07216494845361 5.11111111111111 7.18446601941748 14.9811320754717 20.016 23.296918767507 5.13636363636364 4.94230769230769 4.85492227979275 5.09883720930233 17.8730650154799 8.87951807228916 14.7604166666667 2.90839694656489
"ENSG00000240618" 1.39142857142857 1.26872246696035 0.903448275862069 0.888392857142857 0.857142857142857 0.816265060240964 0.69047619047619 0.692307692307692 1.85714285714286 2.272 0.807017543859649 0.62962962962963 0.51063829787234 0.947916666666667 0.831858407079646 0.422680412371134 1.35514018691589 1.53389830508475 0.753521126760563 0.89261744966443 1.02551020408163 1.08496732026144 2.66433566433566 0.910931174089069 0.88659793814433 0.614678899082569 0.420168067226891 2.209375 0.581395348837209 1.60526315789474 2.20618556701031 1.14619883040936 2.13592233009709 1.68867924528302 1.084 1.4453781512605 1.14772727272727 2.15384615384615 0.782383419689119 4.2906976744186 1.53869969040248 1.69879518072289 1.875 11.0687022900763
"ENSG00000240731" 140.92 119.176211453745 131.958620689655 256.549107142857 240.751879699248 283.680722891566 95.1547619047619 93.8034188034188 445.828571428571 473.712 125.149122807018 92.3796296296296 93.5744680851064 100.46875 91.9203539823009 77.020618556701 175.476635514019 89.4576271186441 90.3204225352113 263.442953020134 199.591836734694 234.575163398693 151.160839160839 233.157894736842 98.7783505154639 95.1238532110092 63.7478991596639 156.859375 117.302325581395 196.924342105263 333.659793814433 136.771929824561 321.640776699029 250.877358490566 190.024 185.3081232493 198.204545454545 155.355769230769 145.20207253886 124.53488372093 259.560371517028 444.55421686747 244.802083333333 34.470737913486
"ENSG00000241326" 42.6 46.511013215859 90.4896551724138 34.7276785714286 38.7443609022556 24.5451807228916 51.25 50.8205128205128 22.2666666666667 19.672 46.4122807017544 50.6018518518519 45.0425531914894 57.2083333333333 50.2477876106195 48.6288659793814 43.2897196261682 56.4915254237288 94.5704225352113 53.6577181208054 95.5561224489796 50.437908496732 63.2167832167832 60.919028340081 91.7371134020619 114.261467889908 62.3445378151261 37.390625 103.181395348837 39.1776315789474 29.7938144329897 35.9883040935673 53.7572815533981 51.4528301886792 37.916 39 77.5113636363636 60.0865384615385 39.7772020725389 63.3953488372093 74.2724458204334 40.0240963855422 44.5520833333333 40.7277353689567
"ENSG00000241563" 13.2342857142857 11.9955947136564 13.6827586206897 6.55357142857143 10.0526315789474 5.71686746987952 194.25 545.74358974359 48.0761904761905 38.984 127.333333333333 150.490740740741 92.7978723404255 55.6458333333333 251.46017699115 553.340206185567 12.5607476635514 10.4491525423729 8.92957746478873 18.3087248322148 18.8928571428571 11.7516339869281 11.520979020979 13.0931174089069 7.50515463917526 6.8348623853211 16.2941176470588 11.75 3.64418604651163 17.0131578947368 17.9896907216495 9.03508771929824 54.873786407767 26.3018867924528 9.132 10.0392156862745 21.9090909090909 13.3173076923077 11.5958549222798 62.7790697674419 23.8204334365325 17.578313253012 12.6666666666667 2.63104325699746
"ENSG00000242349" 263.12 222.898678414097 292.924137931034 167.084821428571 765.082706766917 197.942771084337 227.547619047619 167.905982905983 560.685714285714 539.784 267.236842105263 217.37037037037 163.787234042553 279.052083333333 175.601769911504 137.927835051546 276.471962616822 251.618644067797 112.193661971831 212.147651006711 254.510204081633 229.176470588235 168.045454545455 191.757085020243 503457.546391753 5029.38073394495 187.747899159664 437.715625 130.802325581395 260.276315789474 304.536082474227 170.06432748538 1014.38834951456 629.877358490566 216.92 246.313725490196 478.147727272727 411.230769230769 198.051813471503 2049.19186046512 435.328173374613 279.602409638554 209.28125 172.325699745547
"ENSG00000242485" 1593.67714285714 1640.140969163 1804.24137931034 1626.64285714286 1810.21052631579 1700.09036144578 1615.39285714286 1420.26495726496 1224.86666666667 1025.392 1394.52631578947 1578.78703703704 1237 1684.89583333333 1554.38053097345 1360.78350515464 1738.30373831776 2594.65254237288 2084.72535211268 1863.45637583893 1560.85204081633 1739.13725490196 1517.20629370629 1804.22267206478 1653.45360824742 1785.33027522936 1127.63025210084 1457.278125 2167.1511627907 1506.68092105263 1260.96907216495 1153.85964912281 1811.79611650485 1626.47169811321 1330.848 1329.10084033613 1376.39772727273 1448.18269230769 1398.77202072539 1211.36046511628 1677.28792569659 1435.56626506024 1283.40625 583.160305343511
"ENSG00000242590" 146.502857142857 204.784140969163 52.3241379310345 158.209821428571 200.443609022556 132.138554216867 358.928571428571 282.094017094017 45.1619047619048 73.672 547.815789473684 392.675925925926 228.755319148936 212.010416666667 203.743362831858 276.453608247423 284.004672897196 447.542372881356 181.302816901408 179.677852348993 185.821428571429 180.156862745098 267.097902097902 153.82995951417 112.752577319588 102.495412844037 202.126050420168 411.05 24.3 167.779605263158 89.2268041237113 304.923976608187 180.058252427184 329.094339622641 284.956 255.196078431373 169.534090909091 127 192.518134715026 306.505813953488 736.250773993808 170.759036144578 212.1875 8.470737913486
"ENSG00000243267" 2.36571428571429 1.34361233480176 2.0551724137931 1.25 1.22556390977444 1.16265060240964 0.869047619047619 1.07692307692308 1.97142857142857 2.328 1.26315789473684 1.01851851851852 0.797872340425532 1.51041666666667 1.10619469026549 0.989690721649485 2.50467289719626 1.6864406779661 1.37676056338028 1.28859060402685 1.88775510204082 1.3921568627451 1.60839160839161 1.0080971659919 1.25257731958763 0.922018348623853 1.39495798319328 2.425 0.713953488372093 2.25 2.54639175257732 1.35672514619883 2.77669902912621 3.52830188679245 3.24 3.58543417366947 2.36363636363636 2.10576923076923 1.61139896373057 2.2093023255814 2.56037151702786 2.1566265060241 2.39583333333333 0.921119592875318
"ENSG00000248333" 1950.75714285714 1630.83259911894 1579.47586206897 1829.14285714286 1783.18045112782 1782.16265060241 1348.40476190476 1294.4358974359 2204.15238095238 2014.808 1592.26315789474 1534.07407407407 1340.5 1668.4375 1316.71681415929 1387.18556701031 1902.25700934579 2092.21186440678 1500.15845070423 2603.59731543624 2391.85204081633 2328.05882352941 1547.44755244755 2563.03643724696 1200.28865979381 1357.25229357798 993.529411764706 2365.86875 2609.44651162791 1903.94736842105 1921.65979381443 1180.21052631579 1920.56310679612 1970.33018867925 2063.836 2142.61344537815 2716.68181818182 2738.625 1619.53886010363 4031.53488372093 1965.82352941176 2252.33734939759 1734.45833333333 1466.67684478372
